,ZZEX_TREND_PERIOD1,ZZEX_TREND_PERIOD2,ZZEX_TREND_ENTITY,ZZEX_TREND_ID,ZZEX_TREND_RISK_ID,ZZEX_TREND_RISK_T_P1,ZZEX_TREND_RISK_T_P2,ZZEX_TREND_RISK_STATUS_P1,ZZEX_TREND_RISK_STATUS_P2,ZZEX_TREND_RISK_CHANGE_BY_P1,ZZEX_TREND_RISK_CHANGE_BY_P2,ZZEX_TREND_RISK_CHANGE_ON_P1,ZZEX_TREND_RISK_CHANGE_ON_P2,ZZEX_TREND_REP_CONTROL_ID_P1,ZZEX_TREND_REP_CONTROL_ID_P2,ZZEX_TREND_REFCRISK_P1,ZZEX_TREND_REFCRISK_P2,ZZEX_TREND_DISTRIB_METHOD_P1,ZZEX_TREND_DISTRIB_METHOD_P2,ZZEX_TREND_DISTRIB_T_METHOD_P1,ZZEX_TREND_DISTRIB_T_METHOD_P2,ZZEX_TREND_RISK_IS_LOCAL_P1,ZZEX_TREND_ORG_P1,ZZEX_TREND_ORG_P2,ZZEX_TREND_ORG_T_P1,ZZEX_TREND_ORG_T_P2,ZZEX_TREND_PARENT_OBJTYPE_P1,ZZEX_TREND_PARENT_OBJTYPE_P2,ZZEX_TREND_RISK_OWN_P1,ZZEX_TREND_RISK_OWN_P2,ZZEX_TREND_RISK_TYPE_P1,ZZEX_TREND_RISK_TYPE_P2,ZZEX_TREND_RISK_TYPE_T_P1,ZZEX_TREND_RISK_TYPE_T_P2,ZZEX_TREND_RISK_VALID_FROM_P1,ZZEX_TREND_RISK_VALID_FROM_P2,ZZEX_TREND_RISK_VALID_TO_P1,ZZEX_TREND_RISK_VALID_TO_P2,ZZEX_TREND_ANA_INH_IML_P1,ZZEX_TREND_ANA_INH_IML_P2,ZZEX_TREND_ANA_INH_IML_T_P1,ZZEX_TREND_ANA_INH_IML_T_P2,ZZEX_TREND_ANA_INH_IMS_P1,ZZEX_TREND_ANA_INH_IMS_P2,ZZEX_TREND_ANA_INH_PRB_P1,ZZEX_TREND_ANA_INH_PRB_P2,ZZEX_TREND_ANA_INH_PRL_P1,ZZEX_TREND_ANA_INH_PRL_P2,ZZEX_TREND_ANA_INH_PRL_T_P1,ZZEX_TREND_ANA_INH_PRL_T_P2,ZZEX_TREND_ANA_INH_PRS_P1,ZZEX_TREND_ANA_INH_PRS_P2,ZZEX_TREND_ANA_INH_RSL_P1,ZZEX_TREND_ANA_INH_RSL_P2,ZZEX_TREND_ANA_INH_RSL_T_P1,ZZEX_TREND_ANA_INH_RSL_T_P2,ZZEX_TREND_ANA_INH_RSS_P1,ZZEX_TREND_ANA_INH_RSS_P2,ZZEX_TREND_ANA_RSA_IML_P1,ZZEX_TREND_ANA_RSA_IML_P2,ZZEX_TREND_ANA_RSA_IML_T_P1,ZZEX_TREND_ANA_RSA_IML_T_P2,ZZEX_TREND_ANA_RSA_IMS_P1,ZZEX_TREND_ANA_RSA_IMS_P2,ZZEX_TREND_ANA_RSA_PRB_P1,ZZEX_TREND_ANA_RSA_PRB_P2,ZZEX_TREND_ANA_RSA_PRL_P1,ZZEX_TREND_ANA_RSA_PRL_P2,ZZEX_TREND_ANA_RSA_PRL_T_P1,ZZEX_TREND_ANA_RSA_PRL_T_P2,ZZEX_TREND_ANA_RSA_PRS_P1,ZZEX_TREND_ANA_RSA_PRS_P2,ZZEX_TREND_ANA_RSA_RSL_P1,ZZEX_TREND_ANA_RSA_RSL_P2,ZZEX_TREND_ANA_RSA_RSL_T_P1,ZZEX_TREND_ANA_RSA_RSL_T_P2,ZZEX_TREND_ANA_RSA_RSS_P1,ZZEX_TREND_ANA_RSA_RSS_P2,ZZEX_TREND_ANA_RSP_IML_P1,ZZEX_TREND_ANA_RSP_IML_P2,ZZEX_TREND_ANA_RSP_IML_T_P1,ZZEX_TREND_ANA_RSP_IML_T_P2,ZZEX_TREND_ANA_RSP_IMS_P1,ZZEX_TREND_ANA_RSP_IMS_P2,ZZEX_TREND_ANA_RSP_PRB_P1,ZZEX_TREND_ANA_RSP_PRB_P2,ZZEX_TREND_ANA_RSP_PRL_P1,ZZEX_TREND_ANA_RSP_PRL_P2,ZZEX_TREND_ANA_RSP_PRL_T_P1,ZZEX_TREND_ANA_RSP_PRL_T_P2,ZZEX_TREND_ANA_RSP_PRS_P1,ZZEX_TREND_ANA_RSP_PRS_P2,ZZEX_TREND_ANA_RSP_RSL_P1,ZZEX_TREND_ANA_RSP_RSL_P2,ZZEX_TREND_ANA_RSP_RSL_T_P1,ZZEX_TREND_ANA_RSP_RSL_T_P2,ZZEX_TREND_ANA_RSP_RSS_T_P1,ZZEX_TREND_ANA_RSP_RSS_T_P2,ZZEX_TREND_RISK_RISK_LEVEL_P1,ZZEX_TREND_RISK_RISK_LEVEL_P2,ZZEX_TREND_RISK_RISK_LEVEL_TP1,ZZEX_TREND_RISK_RISK_LEVEL_TP2,ODQ_CHANGEMODE,ODQ_ENTITYCNTR,LOAD_DATE
579,1/01/2021,1/07/2021,RS,,50009031,No train available to commission Project,No train available to commission Project,Active,Active,20101177,20101177,30/01/2020,30/01/2020,,,50000758,50000758,X,X,Copy,Copy,X,50009018,50009018,,,ORGUNIT,ORGUNIT,20000388,20000388,0BOWTIE,0BOWTIE,Operational,,8/05/2017,8/05/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,40,40,40,40,40,40,Possible,Possible,0.4,0.4,H,H,High,High,16,16,3,3,Moderate,Moderate,36.5,36.5,36.5,36.5,36,36,Possible,Possible,0.365,0.365,H,H,High,High,13.3225,13.3225,2,2,Minor,Minor,32.5,32.5,32.5,32.5,32,32,Unlikely,,0.325,0.325,L,L,Low,Low,10.5625,10.5625,H,H,High,High,,0,59:03.4
580,1/01/2021,1/07/2021,RS,,50009033,Demurrage,Demurrage,Active,Active,1919129,1919129,5/12/2017,5/12/2017,,,50009032,50009032,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20012033,20012033,0BOWTIE,0BOWTIE,Operational,,9/05/2017,9/05/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,80,80,80,80,Likely,Likely,0.8,0.8,H,H,High,High,40,40,3,3,Moderate,Moderate,50,50,54,54,54,54,Possible,Possible,0.54,0.54,H,H,High,High,27,27,3,3,Moderate,Moderate,50,50,41,41,41,41,Possible,,0.41,0.41,H,H,High,High,20.5,20.5,H,H,High,High,,0,59:03.4
581,1/01/2021,1/07/2021,RS,,50009034,Supply contracted volumes&qualities EX,Supply contracted volumes&qualities EX,Active,Active,1919129,1919129,13/12/2017,13/12/2017,,,50001991,50001991,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20012033,20012033,0BOWTIE,0BOWTIE,Operational,,9/05/2017,9/05/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,80,80,80,80,Likely,Likely,0.8,0.8,H,H,High,High,40,40,3,3,Moderate,Moderate,41.5,41.5,47,47,47,47,Possible,Possible,0.47,0.47,H,H,High,High,19.505,19.505,3,3,Moderate,Moderate,41.5,41.5,38.5,38.5,38,38,Possible,,0.385,0.385,H,H,High,High,15.9775,15.9775,H,H,High,High,,0,59:03.4
582,1/01/2021,1/07/2021,RS,,50009035,Credit risk - Customer liquidity,Credit risk - Customer liquidity,Active,Active,1919129,1919129,6/12/2017,6/12/2017,,,50000820,50000820,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20014298,20014298,0BOWTIE,0BOWTIE,Operational,,9/05/2017,9/05/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,30,30,3,3,Moderate,Moderate,50,50,30.75,30.75,30,30,Unlikely,Unlikely,0.3075,0.3075,M,M,Medium,Medium,15.375,15.375,3,3,Moderate,Moderate,50,50,26.5,26.5,26,26,Unlikely,,0.265,0.265,M,M,Medium,Medium,13.25,13.25,M,M,Medium,Medium,,0,59:03.4
583,1/01/2021,1/07/2021,RS,,50009036,Key dependency on AMSA,Key dependency on AMSA,Active,Active,1919129,1919129,6/12/2017,6/12/2017,,,50000886,50000886,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20014298,20014298,0BOWTIE,0BOWTIE,Operational,,9/05/2017,9/05/2017,31/12/9999,31/12/9999,4,4,Major,Major,80,80,60,60,60,60,Possible,Possible,0.6,0.6,VH,VH,Very High,Very High,48,48,4,4,Major,Major,76.5,76.5,56.5,56.5,56,56,Possible,Possible,0.565,0.565,VH,VH,Very High,Very High,43.2225,43.2225,3,3,Moderate,Moderate,52,52,39.5,39.5,39,39,Possible,,0.395,0.395,H,H,High,High,20.54,20.54,VH,VH,Very High,Very High,,0,59:03.4
584,1/01/2021,1/07/2021,RS,,50009043,Key dependency of Eskom,Key dependency of Eskom,Active,Active,1919129,1919129,6/12/2017,6/12/2017,,,50000886,50000886,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20014298,20014298,0BOWTIE,0BOWTIE,Operational,,15/05/2017,15/05/2017,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,90,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,72,72,5,5,Catastrophic,Catastrophic,90,90,20,20,20,20,Unlikely,Unlikely,0.2,0.2,VH,VH,Very High,Very High,18,18,5,5,Catastrophic,Catastrophic,90,90,17,17,17,17,Unlikely,,0.17,0.17,VH,VH,Very High,Very High,15.3,15.3,VH,VH,Very High,Very High,,0,59:03.4
585,1/01/2021,1/07/2021,RS,,50009051,Hot stockpiles at RBCT,Hot stockpiles at RBCT,Active,Active,1919129,1919129,7/12/2017,7/12/2017,,,50002013,50002013,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20012033,20012033,0BOWTIE,0BOWTIE,Operational,,18/05/2017,18/05/2017,31/12/9999,31/12/9999,2,2,Minor,Minor,20,20,75,75,75,75,Likely,Likely,0.75,0.75,M,M,Medium,Medium,15,15,2,2,Minor,Minor,20,20,37.5,37.5,37,37,Possible,Possible,0.375,0.375,M,M,Medium,Medium,7.5,7.5,2,2,Minor,Minor,20,20,37.5,37.5,37,37,Possible,,0.375,0.375,M,M,Medium,Medium,7.5,7.5,M,M,Medium,Medium,,0,59:03.4
586,1/01/2021,1/07/2021,RS,,50009052,Unable to place all LP PSC in the market,Unable to place all LP PSC in the market,Active,Active,1919129,1919129,7/12/2017,7/12/2017,,,50003531,50003531,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20014298,20014298,0BOWTIE,0BOWTIE,Operational,,18/05/2017,18/05/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,80,80,80,80,Likely,Likely,0.8,0.8,H,H,High,High,48,48,3,3,Moderate,Moderate,60,60,43,43,43,43,Possible,Possible,0.43,0.43,H,H,High,High,25.8,25.8,3,3,Moderate,Moderate,60,60,17.5,17.5,17,17,Unlikely,,0.175,0.175,M,M,Medium,Medium,10.5,10.5,H,H,High,High,,0,59:03.4
587,1/01/2021,1/07/2021,RS,,50009083,DWS requires Project sooner than planned,DWS requires Project sooner than planned,Active,Active,20032142,20032142,9/02/2021,9/02/2021,,,50002174,50002174,X,X,Copy,Copy,X,50012787,50012787,,,ORGUNIT,ORGUNIT,20013587,20013587,0BOWTIE,0BOWTIE,Operational,,31/05/2017,31/05/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,40,40,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,36,36,3,3,Moderate,Moderate,40,40,82.5,48.5,82,48,Almost Certain,Possible,0.825,0.485,VH,H,Very High,High,33,19.4,3,3,Moderate,Moderate,40,40,75,41,75,41,Possible,,0.75,0.41,H,H,High,High,30,16.4,VH,H,Very High,High,,0,59:03.4
588,1/01/2021,1/07/2021,RS,,50009086,Non-compliance to GG water cons strategy,Non-compliance to GG water cons strategy,Active,Active,20032142,20032142,15/07/2021,15/07/2021,,,50002174,50002174,X,X,Copy,Copy,X,50009069,50009069,,,ORGUNIT,ORGUNIT,20013587,20013587,0BOWTIE,0BOWTIE,Operational,,31/05/2017,31/05/2017,15/07/2021,15/07/2021,3,3,Moderate,Moderate,40,40,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,36,36,3,3,Moderate,Moderate,40,40,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,24,24,3,3,Moderate,Moderate,40,40,52.5,52.5,52,52,Possible,,0.525,0.525,H,H,High,High,21,21,H,H,High,High,,0,59:03.4
589,1/01/2021,1/07/2021,RS,,50009089,Using raw water to wash workshop floors,Using raw water to wash workshop floors,Active,Active,20101177,20101177,6/11/2019,6/11/2019,,,50002174,50002174,X,X,Copy,Copy,X,50011632,50011632,,,ORGUNIT,ORGUNIT,20013587,20013587,0BOWTIE,0BOWTIE,Operational,,31/05/2017,31/05/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,80,80,80,80,Likely,Likely,0.8,0.8,H,H,High,High,48,48,3,3,Moderate,Moderate,60,60,62.75,62.75,62,62,Likely,Likely,0.6275,0.6275,H,H,High,High,37.65,37.65,3,3,Moderate,Moderate,60,60,60.75,60.75,60,60,Possible,,0.6075,0.6075,H,H,High,High,36.45,36.45,H,H,High,High,,0,59:03.4
590,1/01/2021,1/07/2021,RS,,50009136,Offsite fabrication errors,Offsite fabrication errors,Active,Active,20099125,20099125,3/05/2021,3/05/2021,,,0,0,,,None,None,X,50008703,50008703,,,ORGUNIT,ORGUNIT,5969777,5969777,0BOWTIE,0BOWTIE,Operational,,6/06/2017,6/06/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,45,45,55,55,55,55,Possible,Possible,0.55,0.55,H,H,High,High,24.75,24.75,2,3,Minor,Moderate,32.75,36.5,34.75,35.1,34,35,Unlikely,Unlikely,0.3475,0.351,L,M,Low,Medium,11.38063,12.8115,2,2,Minor,Minor,30,35,30,27,30,27,Unlikely,,0.3,0.27,L,L,Low,Low,9,9.45,L,M,Low,Medium,,0,59:03.4
591,1/01/2021,1/07/2021,RS,,50009147,Unknown underground services for 33kV,,Active,,20099125,,18/02/2021,0000-00-00,,,0,0,,,None,,X,50008703,0,,,ORGUNIT,,20011491,,0BOWTIE,,,,19/06/2017,0000-00-00,18/02/2021,0000-00-00,2,0,Minor,,35,0,55,0,55,0,Possible,,0.55,0,M,,Medium,,19.25,0,2,0,Minor,,26.2,0,44,0,44,0,Possible,,0.44,0,M,,Medium,,11.528,0,2,0,Minor,,19,0,35,0,35,0,,,0.35,0,L,,Low,,6.65,0,M,,Medium,,,0,59:03.4
592,1/01/2021,1/07/2021,RS,,50009159,Poor switch over between control systems,Poor switch over between control systems,Active,Active,20099125,20099125,8/07/2021,8/07/2021,,,0,0,,,None,None,X,50008703,50008703,,,ORGUNIT,ORGUNIT,1918007,1918007,0BOWTIE,0BOWTIE,Operational,,21/06/2017,21/06/2017,8/07/2021,8/07/2021,3,3,Moderate,Moderate,55,50,75,60,75,60,Likely,Possible,0.75,0.6,H,H,High,High,41.25,30,3,2,Moderate,Minor,36.75,29.75,56.75,39.75,56,39,Possible,Possible,0.5675,0.3975,H,M,High,Medium,20.85563,11.82563,2,2,Minor,Minor,20.25,15.25,40.25,25.25,40,25,Unlikely,,0.4025,0.2525,M,L,Medium,Low,8.15063,3.85063,H,M,High,Medium,,0,59:03.4
593,1/01/2021,1/07/2021,RS,,50009173,Decline in Indian coal demand (imports),Decline in Indian coal demand (imports),Active,Active,1919129,1919129,7/12/2017,7/12/2017,,,50003458,50003458,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20012033,20012033,0BOWTIE,0BOWTIE,Operational,,22/06/2017,22/06/2017,31/12/9999,31/12/9999,4,4,Major,Major,80,80,60,60,60,60,Possible,Possible,0.6,0.6,VH,VH,Very High,Very High,48,48,4,4,Major,Major,80,80,48.5,48.5,48,48,Possible,Possible,0.485,0.485,VH,VH,Very High,Very High,38.8,38.8,4,4,Major,Major,80,80,34,34,34,34,Unlikely,,0.34,0.34,H,H,High,High,27.2,27.2,VH,VH,Very High,Very High,,0,59:03.4
594,1/01/2021,1/07/2021,RS,,50009213,Alleged Breach of contract with Deltatex,Alleged Breach of contract with Deltatex,Active,Active,1919129,1919129,7/12/2017,7/12/2017,,,50001991,50001991,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,6152787,6152787,0BOWTIE,0BOWTIE,Operational,,6/07/2017,6/07/2017,31/12/9999,31/12/9999,2,2,Minor,Minor,30,30,60,60,60,60,Possible,Possible,0.6,0.6,M,M,Medium,Medium,18,18,2,2,Minor,Minor,21,21,60,60,60,60,Possible,Possible,0.6,0.6,M,M,Medium,Medium,12.6,12.6,2,2,Minor,Minor,15,15,60,60,60,60,Possible,,0.6,0.6,M,M,Medium,Medium,9,9,M,M,Medium,Medium,,0,59:03.4
595,1/01/2021,1/07/2021,RS,,50009259,Operator Fatigue,Operator Fatigue,Active,Active,6175023,6175023,18/07/2017,18/07/2017,,,0,0,,,None,None,X,50008500,50008500,,,ACTIVITY,ACTIVITY,,,0BOWTIE,0BOWTIE,Operational,,17/07/2017,17/07/2017,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,90,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,72,72,5,5,Catastrophic,Catastrophic,90,90,53.75,53.75,53,53,Possible,Possible,0.5375,0.5375,VH,VH,Very High,Very High,48.375,48.375,5,5,Catastrophic,Catastrophic,90,90,48.5,48.5,48,48,Possible,,0.485,0.485,VH,VH,Very High,Very High,43.65,43.65,VH,VH,Very High,Very High,,0,59:03.4
596,1/01/2021,1/07/2021,RS,,50009260,Non Compliance to Grootegeluk Standards,Non Compliance to Grootegeluk Standards,Active,Active,6175023,6175023,18/07/2017,18/07/2017,,,0,0,,,None,None,X,50008501,50008501,,,ACTIVITY,ACTIVITY,,,0BOWTIE,0BOWTIE,Operational,,18/07/2017,18/07/2017,31/12/9999,31/12/9999,4,4,Major,Major,70,70,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,63,63,4,4,Major,Major,70,70,60,60,60,60,Possible,Possible,0.6,0.6,VH,VH,Very High,Very High,42,42,4,4,Major,Major,70,70,54,54,54,54,Possible,,0.54,0.54,VH,VH,Very High,Very High,37.8,37.8,VH,VH,Very High,Very High,,0,59:03.4
597,1/01/2021,1/07/2021,RS,,50009262,Increasing sulphur content of GG coal,Increasing sulphur content of GG coal,Active,Active,1919129,1919129,7/12/2017,7/12/2017,,,50001998,50001998,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20014298,20014298,0BOWTIE,0BOWTIE,Operational,,19/07/2017,19/07/2017,31/12/9999,31/12/9999,4,4,Major,Major,80,80,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,72,72,4,4,Major,Major,61.25,61.25,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,55.125,55.125,3,3,Moderate,Moderate,48.25,48.25,39,39,39,39,Possible,,0.39,0.39,H,H,High,High,18.8175,18.8175,VH,VH,Very High,Very High,,0,59:03.4
598,1/01/2021,1/07/2021,RS,,50009263,Financial viability of FeAlloy industry,Financial viability of FeAlloy industry,Active,Active,1919129,1919129,6/12/2017,6/12/2017,,,50003531,50003531,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20014298,20014298,0BOWTIE,0BOWTIE,Operational,,20/07/2017,20/07/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,30,30,3,3,Moderate,Moderate,50,50,59.75,59.75,59,59,Possible,Possible,0.5975,0.5975,H,H,High,High,29.875,29.875,3,3,Moderate,Moderate,50,50,27.75,27.75,27,27,Unlikely,,0.2775,0.2775,M,M,Medium,Medium,13.875,13.875,H,H,High,High,,0,59:03.4
599,1/01/2021,1/07/2021,RS,,50009264,Mafube ultrafines stockpile depletion,Mafube ultrafines stockpile depletion,Active,Active,1919129,1919129,13/12/2017,13/12/2017,,,50003531,50003531,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,20014298,20014298,0BOWTIE,0BOWTIE,Operational,,20/07/2017,20/07/2017,31/12/9999,31/12/9999,2,2,Minor,Minor,20,20,70,70,70,70,Likely,Likely,0.7,0.7,M,M,Medium,Medium,14,14,2,2,Minor,Minor,20,20,49,49,49,49,Possible,Possible,0.49,0.49,M,M,Medium,Medium,9.8,9.8,2,2,Minor,Minor,20,20,7,7,7,7,Rare,,0.07,0.07,L,L,Low,Low,1.4,1.4,M,M,Medium,Medium,,0,59:03.4
600,1/01/2021,1/07/2021,RS,,50009283,Transnet NW Corridor upgrade delay,Transnet NW Corridor upgrade delay,Active,Active,1919129,1919129,6/12/2017,6/12/2017,,,50003537,50003537,X,X,Copy,Copy,X,50005024,50005024,,,ORGUNIT,ORGUNIT,1914373,1914373,0BOWTIE,0BOWTIE,Operational,,24/07/2017,24/07/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,70,70,70,70,Likely,Likely,0.7,0.7,H,H,High,High,42,42,3,3,Moderate,Moderate,60,60,26,26,26,26,Unlikely,Unlikely,0.26,0.26,M,M,Medium,Medium,15.6,15.6,3,3,Moderate,Moderate,60,60,26,26,26,26,Unlikely,,0.26,0.26,M,M,Medium,Medium,15.6,15.6,M,M,Medium,Medium,,0,59:03.4
601,1/01/2021,1/07/2021,RS,,50009297,Matla program not achieving timelines,Matla program not achieving timelines,Active,Active,20105631,20105631,20/08/2019,20/08/2019,,,0,0,,,None,None,X,50009163,50009163,,,ORGUNIT,ORGUNIT,20014290,20014290,0BOWTIE,0BOWTIE,Operational,,15/08/2017,15/08/2017,31/12/9999,31/12/9999,4,4,Major,Major,80,80,86,86,86,86,Almost Certain,Almost Certain,0.86,0.86,VH,VH,Very High,Very High,68.8,68.8,4,4,Major,Major,80,80,81.2,81.2,81,81,Almost Certain,Almost Certain,0.812,0.812,VH,VH,Very High,Very High,64.96,64.96,4,4,Major,Major,80,80,54,54,54,54,Possible,,0.54,0.54,VH,VH,Very High,Very High,43.2,43.2,VH,VH,Very High,Very High,,0,59:03.4
602,1/01/2021,1/07/2021,RS,,50009298,Validity of Matla program estimate,Validity of Matla program estimate,Active,Active,20105631,20105631,20/08/2019,20/08/2019,,,0,0,,,None,None,X,50009163,50009163,,,ORGUNIT,ORGUNIT,20014290,20014290,0BOWTIE,0BOWTIE,Operational,,15/08/2017,15/08/2017,31/12/9999,31/12/9999,4,4,Major,Major,70,70,70,70,70,70,Likely,Likely,0.7,0.7,VH,VH,Very High,Very High,49,49,4,4,Major,Major,70,70,70,70,70,70,Likely,Likely,0.7,0.7,VH,VH,Very High,Very High,49,49,4,4,Major,Major,70,70,40,40,40,40,Possible,,0.4,0.4,VH,VH,Very High,Very High,28,28,VH,VH,Very High,Very High,,0,59:03.4
603,1/01/2021,1/07/2021,RS,,50009300,Delayed final production testing,Delayed final production testing,Active,Active,20105631,20105631,20/08/2019,20/08/2019,,,0,0,,,None,None,X,50009163,50009163,,,ORGUNIT,ORGUNIT,20043148,20043148,0BOWTIE,0BOWTIE,Operational,,15/08/2017,15/08/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,40,40,40,40,40,40,Possible,Possible,0.4,0.4,H,H,High,High,16,16,3,3,Moderate,Moderate,40,40,40,40,40,40,Possible,Possible,0.4,0.4,H,H,High,High,16,16,3,3,Moderate,Moderate,40,40,25,25,25,25,Unlikely,,0.25,0.25,M,M,Medium,Medium,10,10,H,H,High,High,,0,59:03.4
604,1/01/2021,1/07/2021,RS,,50009301,Change in Matla program strategy,Change in Matla program strategy,Active,Active,20105631,20105631,20/08/2019,20/08/2019,,,0,0,,,None,None,X,50009163,50009163,,,ORGUNIT,ORGUNIT,20014290,20014290,0BOWTIE,0BOWTIE,Operational,,15/08/2017,15/08/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,70,70,70,70,Likely,Likely,0.7,0.7,H,H,High,High,42,42,3,3,Moderate,Moderate,52.5,52.5,45.25,45.25,45,45,Possible,Possible,0.4525,0.4525,H,H,High,High,23.75625,23.75625,3,3,Moderate,Moderate,50,50,27,27,27,27,Unlikely,,0.27,0.27,M,M,Medium,Medium,13.5,13.5,H,H,High,High,,0,59:03.4
605,1/01/2021,1/07/2021,RS,,50009302,Inability to commission,Inability to commission,Active,Active,20105631,20105631,20/08/2019,20/08/2019,,,0,0,,,None,None,X,50009163,50009163,,,ORGUNIT,ORGUNIT,20043148,20043148,0BOWTIE,0BOWTIE,Operational,,15/08/2017,15/08/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,40,40,40,40,40,40,Possible,Possible,0.4,0.4,H,H,High,High,16,16,3,3,Moderate,Moderate,40,40,40,40,40,40,Possible,Possible,0.4,0.4,H,H,High,High,16,16,3,3,Moderate,Moderate,40,40,30,30,30,30,Unlikely,,0.3,0.3,M,M,Medium,Medium,12,12,H,H,High,High,,0,59:03.4
606,1/01/2021,1/07/2021,RS,,50009303,Program interrelated dependencies,Program interrelated dependencies,Active,Active,20105631,20105631,20/08/2019,20/08/2019,,,0,0,,,None,None,X,50009163,50009163,,,ORGUNIT,ORGUNIT,20014290,20014290,0BOWTIE,0BOWTIE,Operational,,15/08/2017,15/08/2017,31/12/9999,31/12/9999,2,2,Minor,Minor,35,35,82,82,82,82,Almost Certain,Almost Certain,0.82,0.82,H,H,High,High,28.7,28.7,2,2,Minor,Minor,35,35,68.25,68.25,68,68,Likely,Likely,0.6825,0.6825,M,M,Medium,Medium,23.8875,23.8875,2,2,Minor,Minor,35,35,57,57,57,57,Possible,,0.57,0.57,M,M,Medium,Medium,19.95,19.95,M,M,Medium,Medium,,0,59:03.4
607,1/01/2021,1/07/2021,RS,,50009336,Quality of design drawings for GG2,Quality of design drawings for GG2,Active,Active,20099125,20099125,11/05/2021,11/05/2021,,,0,0,,,None,None,X,50008703,50008703,,,ORGUNIT,ORGUNIT,20100697,20100697,0BOWTIE,0BOWTIE,Operational,,25/08/2017,25/08/2017,31/12/9999,31/12/9999,3,3,Moderate,Moderate,55,55,65,65,65,65,Likely,Likely,0.65,0.65,H,H,High,High,35.75,35.75,2,2,Minor,Minor,25.1,24.5,38.35,41,38,41,Possible,Possible,0.3835,0.41,M,M,Medium,Medium,9.62585,10.045,2,2,Minor,Minor,20,20,22,27,22,27,Unlikely,,0.22,0.27,L,L,Low,Low,4.4,5.4,M,M,Medium,Medium,,0,59:03.4
608,1/01/2021,1/07/2021,RS,,50009362,Concrete slab failure,Concrete slab failure,Active,Active,20032142,20032142,8/03/2019,8/03/2019,,,50000854,50000854,X,X,Copy,Copy,X,50010771,50010771,,,ORGUNIT,ORGUNIT,20101900,20101900,0BOWTIE,0BOWTIE,Operational,,2/09/2017,2/09/2017,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,20,20,20,20,Unlikely,Unlikely,0.2,0.2,VH,VH,Very High,Very High,20,20,5,5,Catastrophic,Catastrophic,100,100,20,20,20,20,Unlikely,Unlikely,0.2,0.2,VH,VH,Very High,Very High,20,20,5,5,Catastrophic,Catastrophic,100,100,0,0,1,1,Rare,,0,0,VH,VH,Very High,Very High,0,0,VH,VH,Very High,Very High,,0,59:03.4
